"","score","protein1","protein2"
"73822",0.95,"CYP1A1","GSTM3"
"73823",0.923,"CYP3A4","GSTM3"
"73824",0.93,"GSS","GSTM3"
"73825",0.943,"CYP1B1","GSTM3"
"73826",0.905,"CD44","LAMC3"
"73827",0.939,"LAMA2","LAMC3"
"73828",0.996,"RFWD3","RPA2"
"73829",0.994,"PRIMPOL","RFWD3"
"73830",0.997,"RAB11FIP2","RAB25"
"73831",0.961,"AKT1","STAT1"
"73832",0.961,"PTPN11","STAT1"
"73833",0.915,"IFI44","STAT1"
"73834",0.964,"IKBKE","STAT1"
"73835",0.918,"CAMK2B","STAT1"
"73836",0.997,"STAT1","TYK2"
"73837",0.963,"IFIH1","STAT1"
"73838",0.999,"IFNGR1","STAT1"
"73839",0.954,"IFNB1","STAT1"
"73840",0.999,"PIAS1","STAT1"
"73841",0.927,"IL6ST","STAT1"
"73842",0.949,"RSAD2","STAT1"
"73843",0.945,"IFIT1","STAT1"
"73844",0.95,"IFI35","STAT1"
"73845",0.985,"IFIT3","STAT1"
"73846",0.994,"DDX58","STAT1"
"73847",0.901,"PSMB9","STAT1"
"73848",0.906,"PSMB8","STAT1"
"73849",0.957,"CIITA","STAT1"
"73850",0.999,"JAK1","STAT1"
"73851",0.969,"GBP1","STAT1"
"73852",0.969,"IRF7","STAT1"
"73853",0.934,"GBP5","STAT1"
"73854",0.914,"IRF3","STAT1"
"73855",0.966,"SOCS1","STAT1"
"73856",0.992,"JAK3","STAT1"
"73857",0.966,"OAS1","STAT1"
"73858",0.942,"MX1","STAT1"
"73859",0.999,"JAK2","STAT1"
"73860",0.98,"CISH","STAT1"
"73861",0.902,"STAT1","TRAF6"
"73862",0.915,"ESR1","STAT1"
"73863",0.931,"STAT1","XAF1"
"73864",0.958,"BRCA1","STAT1"
"73865",0.913,"CAMK2A","STAT1"
"73866",0.963,"IFIT2","STAT1"
"73867",0.942,"RUNX2","STAT1"
"73868",0.999,"IRF9","STAT1"
"73869",0.969,"HDAC1","STAT1"
"73870",0.951,"PIAS3","STAT1"
"73871",0.912,"IFNGR2","STAT1"
"73872",0.982,"RACK1","STAT1"
"73873",0.912,"IFNA2","STAT1"
"73874",0.936,"SRC","STAT1"
"73875",0.91,"JUN","STAT1"
"73876",0.987,"ISG15","STAT1"
"73877",0.972,"IL6","STAT1"
"73878",0.928,"CCL28","CCR3"
"73879",0.997,"CCL28","CXCL12"
"73880",0.997,"CCL28","CCL5"
"73881",0.994,"CCL28","CXCL17"
"73882",0.995,"CCL26","CCL28"
"73883",0.995,"CCK","CCL28"
"73884",0.995,"CCL28","XCL1"
"73885",0.997,"CCL28","CXCL9"
"73886",0.997,"CCL28","CXCL2"
"73887",0.994,"CCL28","XCL2"
"73888",0.989,"CDC42","IQGAP3"
"73889",0.999,"C8A","C8B"
"73890",0.999,"C8A","C8G"
"73891",0.915,"C4A","C8A"
"73892",0.903,"C8A","VDAC1"
"73893",0.951,"INPP5B","PHETA1"
"73894",0.994,"OCRL","PHETA1"
"73895",0.937,"CYB5R3","MARC1"
"73896",0.951,"CYB5R3","SUOX"
"73897",0.911,"ATF6","SREBF2"
"73898",0.93,"MBTPS2","SREBF2"
"73899",0.94,"ABCA1","SREBF2"
"73900",0.922,"SREBF2","XPR1"
"73901",0.914,"LSS","SREBF2"
"73902",0.921,"ELOVL6","SREBF2"
"73903",0.921,"ABCG5","SREBF2"
"73904",0.975,"HDAC1","ZEB1"
"73905",0.914,"ZEB1","ZEB2"
"73906",0.916,"VIM","ZEB1"
"73907",0.953,"MYH3","TNNI1"
"73908",0.92,"TNNI1","TPM3"
"73909",0.993,"TNNI1","TNNT2"
"73910",0.919,"TNNI1","TPM2"
"73911",0.996,"TNNI1","TNNT1"
"73912",0.926,"MYL3","TNNI1"
"73913",0.969,"MYH6","TNNI1"
"73914",0.972,"TNNC2","TNNI1"
"73915",0.991,"TNNI1","TNNT3"
"73916",0.906,"ACTN2","TNNI1"
"73917",0.941,"ATP1A2","CACNA1A"
"73918",0.936,"ATP1A2","ATP1A4"
"73919",0.978,"ATP1A2","ATP1A3"
"73920",0.996,"ATP1A2","ATP1B1"
"73921",0.917,"ATP1A2","PRKG1"
"73922",0.936,"ATP1A1","ATP1A2"
"73923",0.946,"ATP1A2","FXYD1"
"73924",0.961,"FAN1","PMS1"
"73925",0.949,"FAN1","MTMR10"
"73926",0.995,"COX7B","MT-CO1"
"73927",0.995,"MT-CO1","MT-ND6"
"73928",0.996,"MT-CO1","UQCRQ"
"73929",0.928,"MT-CO1","UQCRHL"
"73930",0.999,"MT-CO1","MT-ND4"
"73931",0.998,"MT-CO1","MT-ND3"
"73932",0.988,"MT-CO1","NDUFS1"
"73933",0.975,"MT-CO1","R3HDM4"
"73934",0.999,"MT-CO1","MT-CYB"
"73935",0.94,"COX6B2","MT-CO1"
"73936",0.991,"MT-CO1","SDHB"
"73937",0.999,"MT-CO1","MT-ND5"
"73938",0.951,"MT-CO1","SDHC"
"73939",0.903,"COA6","MT-CO1"
"73940",0.995,"MT-CO1","UQCRB"
"73941",0.928,"ATP5F1A","MT-CO1"
"73942",0.999,"MT-CO1","MT-ND1"
"73943",0.99,"MT-CO1","NDUFV1"
"73944",0.992,"MT-CO1","MT-ND4L"
"73945",0.999,"MT-CO1","MT-ND2"
"73946",0.999,"MT-CO1","MT-CO2"
"73947",0.998,"COX6C","MT-CO1"
"73948",0.998,"MT-ATP6","MT-CO1"
"73949",0.999,"COX4I1","MT-CO1"
"73950",0.961,"COX4I2","MT-CO1"
"73951",0.969,"MT-CO1","SCO2"
"73952",0.909,"MT-CO1","NDUFB6"
"73953",0.933,"C1orf198","MT-CO1"
"73954",0.999,"COX7C","MT-CO1"
"73955",0.968,"COX7A2","MT-CO1"
"73956",0.99,"MT-CO1","NDUFS2"
"73957",0.98,"MT-CO1","OR10W1"
"73958",0.973,"MT-CO1","UQCR11"
"73959",0.969,"COX7A2L","MT-CO1"
"73960",0.998,"COX6B1","MT-CO1"
"73961",0.999,"MT-CO1","MT-CO3"
"73962",0.999,"ASTN2","FRK"
"73963",0.924,"COMT","DRD2"
"73964",0.981,"COMT","DDC"
"73965",0.996,"COMT","MAOB"
"73966",0.985,"COMT","CYP1A1"
"73967",0.979,"COMT","DBH"
"73968",0.919,"BDNF","COMT"
"73969",0.971,"COMT","CYP1B1"
"73970",0.927,"ADH1C","COMT"
"73971",0.917,"ALDH3B2","COMT"
"73972",0.916,"ADH4","COMT"
"73973",0.951,"ALDH3B1","COMT"
"73974",0.942,"ADH7","COMT"
"73975",0.946,"ALDH3A1","COMT"
"73976",0.94,"ADH6","COMT"
"73977",0.969,"CRNKL1","ZNF830"
"73978",0.978,"SNW1","ZNF830"
"73979",0.994,"PRPF8","ZNF830"
"73980",0.996,"PPIE","ZNF830"
"73981",0.905,"RBMX","TOP1"
"73982",0.918,"ALYREF","TOP1"
"73983",0.994,"TOP1","TOP2A"
"73984",0.936,"PARP1","TOP1"
"73985",0.945,"MRPL24","MRPL42"
"73986",0.998,"MRPL24","MRPL47"
"73987",0.994,"MRPL24","MRPS14"
"73988",0.992,"MRPL24","MRPS15"
"73989",0.903,"CHCHD1","MRPL24"
"73990",0.989,"MRPL23","MRPL24"
"73991",0.95,"MRPL24","RPL28"
"73992",0.998,"MRPL24","MRPL9"
"73993",0.966,"MRPL24","RPL31"
"73994",0.997,"MRPL19","MRPL24"
"73995",0.966,"MRPL24","RPL35A"
"73996",0.989,"MRPL24","MRPL41"
"73997",0.997,"FAU","MRPL24"
"73998",0.963,"MRPL24","PDCD11"
"73999",0.993,"MRPL22","MRPL24"
"74000",0.908,"C12orf65","MRPL24"
"74001",0.935,"CUL7","MRPL24"
"74002",0.972,"MRPL24","MRPS2"
"74003",0.975,"MRPL24","MRPL28"
"74004",0.918,"MRPL24","RPLP2"
"74005",0.919,"MRPL24","MRPS21"
"74006",0.905,"MRPL24","RPS9"
"74007",0.992,"MALSU1","MRPL24"
"74008",0.903,"EPRS1","MRPL24"
"74009",0.994,"DAP3","MRPL24"
"74010",0.993,"MRPL24","RPL23"
"74011",0.967,"MRPL24","RPS19"
"74012",0.933,"ACSF2","MRPL24"
"74013",0.996,"MRPL24","MRPS16"
"74014",0.971,"MRPL24","MRPL45"
"74015",0.989,"MRPL24","MRPL37"
"74016",0.971,"MRPL24","RPL5"
"74017",0.976,"MRPL24","RPS18"
"74018",0.968,"MRPL24","RPL34"
"74019",0.975,"MRPL24","RPL11"
"74020",0.969,"MRPL24","RPS24"
"74021",0.989,"MRPL24","MRPS12"
"74022",0.97,"MRPL24","RPL18"
"74023",0.978,"MRPL24","MRPS30"
"74024",0.93,"MRPL24","MRPS27"
"74025",0.926,"MRPL24","MRPL55"
"74026",0.997,"MRPL2","MRPL24"
"74027",0.949,"MRPL24","RPL36"
"74028",0.919,"MRPL24","MRTO4"
"74029",0.917,"MRPL14","MRPL24"
"74030",0.954,"MRPL24","RPS25"
"74031",0.987,"MRPL24","NDUFAB1"
"74032",0.999,"MRPL21","MRPL24"
"74033",0.975,"MRPL24","RPL23A"
"74034",0.98,"MRPL24","RPS8"
"74035",0.978,"MRPL24","RPS15"
"74036",0.964,"MRPL24","MRPL50"
"74037",0.964,"MRPL24","RPL37A"
"74038",0.994,"MRPL24","MRPS6"
"74039",0.967,"MRPL24","RPL24"
"74040",0.956,"MRPL24","UBA52"
"74041",0.971,"MRPL24","RPS6"
"74042",0.968,"MRPL24","RPL30"
"74043",0.961,"MRPL24","RPS17"
"74044",0.951,"MRPL18","MRPL24"
"74045",0.912,"GFM2","MRPL24"
"74046",0.997,"MRPL24","MRPL36"
"74047",0.975,"MRPL24","MRPS18A"
"74048",0.955,"MRPL24","RPS7"
"74049",0.912,"MRPL24","MRPS22"
"74050",0.919,"GTPBP8","MRPL24"
"74051",0.969,"MRPL24","RPS28"
"74052",0.919,"NT5C3A","PNP"
"74053",0.942,"NMRK2","PNP"
"74054",0.941,"DPYD","PNP"
"74055",0.996,"APRT","PNP"
"74056",0.915,"NT5C1B-RDH14","PNP"
"74057",0.965,"PNP","TYMP"
"74058",0.948,"NAPRT","PNP"
"74059",0.986,"ADK","PNP"
"74060",0.927,"EPHX2","PNP"
"74061",0.964,"PNP","UPRT"
"74062",0.998,"ADA","PNP"
"74063",0.997,"PNP","XDH"
"74064",0.914,"PNP","SIRT3"
"74065",0.965,"ADA2","PNP"
"74066",0.959,"NMRK1","PNP"
"74067",0.996,"PNP","UPP2"
"74068",0.947,"CDA","PNP"
"74069",0.917,"NNMT","PNP"
"74070",0.962,"NT5M","PNP"
"74071",0.918,"PNP","SIRT5"
"74072",0.915,"NT5C3B","PNP"
"74073",0.923,"NRBP1","TSC22D2"
"74074",0.999,"MT-CYB","MT-ND2"
"74075",0.999,"MT-CYB","MT-ND1"
"74076",0.985,"MT-CYB","NDUFV1"
"74077",0.999,"MT-CYB","MT-ND4L"
"74078",0.924,"MT-CYB","NDUFA1"
"74079",0.93,"MT-CYB","NDUFA11"
"74080",0.999,"MT-ATP6","MT-CYB"
"74081",0.986,"COX4I1","MT-CYB"
"74082",0.941,"COX6C","MT-CYB"
"74083",0.999,"MT-CO2","MT-CYB"
"74084",0.982,"COX7C","MT-CYB"
"74085",0.932,"MT-CYB","NDUFA8"
"74086",0.975,"COX6B1","MT-CYB"
"74087",0.999,"MT-CO3","MT-CYB"
"74088",0.988,"MT-CYB","NDUFS2"
"74089",0.998,"MT-CYB","UQCR11"
"74090",0.933,"MT-CYB","UQCRHL"
"74091",0.999,"MT-CYB","MT-ND4"
"74092",0.999,"MT-CYB","MT-ND3"
"74093",0.943,"MT-ATP8","MT-CYB"
"74094",0.922,"MT-CYB","NDUFA13"
"74095",0.999,"MT-CYB","UQCRQ"
"74096",0.963,"COX7B","MT-CYB"
"74097",0.997,"MT-CYB","MT-ND6"
"74098",0.986,"MT-CYB","NDUFS1"
"74099",0.925,"MT-CYB","NDUFAB1"
"74100",0.95,"MT-CYB","NCF2"
"74101",0.999,"MT-CYB","MT-ND5"
"74102",0.935,"MT-CYB","NDUFA5"
"74103",0.92,"MT-CYB","NDUFA6"
"74104",0.946,"MT-CYB","SDHB"
"74105",0.999,"MT-CYB","UQCRB"
"74106",0.91,"LPIN3","MTOR"
"74107",0.917,"ATG13","MTOR"
"74108",0.994,"MTOR","PSMD14"
"74109",0.966,"IRS2","MTOR"
"74110",0.999,"MTOR","RRAGA"
"74111",0.969,"MTOR","PRKCA"
"74112",0.956,"MTOR","PIK3R1"
"74113",0.961,"FKBP5","MTOR"
"74114",0.999,"AKT1S1","MTOR"
"74115",0.996,"MTOR","UBC"
"74116",0.994,"MTOR","PSMC6"
"74117",0.924,"MTOR","PRKAG3"
"74118",0.994,"MTOR","PRR5L"
"74119",0.999,"FKBP1A","MTOR"
"74120",0.999,"MTOR","RRAGC"
"74121",0.966,"EIF4EBP2","MTOR"
"74122",0.999,"AKT1","MTOR"
"74123",0.942,"MTOR","PTEN"
"74124",0.992,"MTOR","SGK1"
"74125",0.958,"MTOR","RHOA"
"74126",0.972,"LAMTOR2","MTOR"
"74127",0.967,"AKT2","MTOR"
"74128",0.953,"IGBP1","MTOR"
"74129",0.944,"LPIN1","MTOR"
"74130",0.967,"MTOR","PRKAB1"
"74131",0.918,"IRS4","MTOR"
"74132",0.991,"MTOR","RRAGD"
"74133",0.946,"CLIP1","MTOR"
"74134",0.994,"MTOR","UBAP2L"
"74135",0.962,"EIF4E","MTOR"
"74136",0.953,"MTOR","SQSTM1"
"74137",0.999,"MTOR","TTI1"
"74138",0.952,"FKBP8","MTOR"
"74139",0.921,"FBXW7","MTOR"
"74140",0.998,"HSP90AB1","MTOR"
"74141",0.943,"MTOR","PIK3CB"
"74142",0.96,"AKT3","MTOR"
"74143",0.973,"MTOR","PRKAA2"
"74144",0.973,"CHUK","MTOR"
"74145",0.942,"MTOR","PIK3CD"
"74146",0.961,"MTOR","RPS6"
"74147",0.999,"MLST8","MTOR"
"74148",0.937,"MTOR","PRKCB"
"74149",0.903,"GPHN","MTOR"
"74150",0.93,"LAMTOR3","MTOR"
"74151",0.986,"MTOR","ULK2"
"74152",0.999,"MTOR","PRR5"
"74153",0.999,"KIF3B","KIFAP3"
"74154",0.999,"KIF3A","KIFAP3"
"74155",0.912,"CD3E","PTPRC"
"74156",0.941,"CD3E","HLA-A"
"74157",0.999,"CD3E","CD3G"
"74158",0.999,"CD247","CD3E"
"74159",0.935,"CD3E","ITK"
"74160",0.995,"CD3E","CD8A"
"74161",0.935,"B2M","CD3E"
"74162",0.997,"CD3E","SYK"
"74163",0.959,"CD2","CD3E"
"74164",0.98,"CD3E","LCK"
"74165",0.901,"CAMSAP3","MACF1"
"74166",0.902,"MACF1","MAPRE1"
"74167",0.971,"MRPL21","RPL26"
"74168",0.973,"MRPL21","MRPL50"
"74169",0.999,"MRPL21","RPS15"
"74170",0.926,"MRPL21","MTG2"
"74171",0.999,"MRPL21","MRPS6"
"74172",0.982,"MRPL21","RPS20"
"74173",0.937,"MRPL21","TEX48"
"74174",0.999,"MRPL21","RPL23A"
"74175",0.97,"MRPL21","RPL17"
"74176",0.998,"MRPL21","NDUFAB1"
"74177",0.974,"MRPL21","RPL10A"
"74178",0.975,"MRPL21","RPS5"
"74179",0.906,"MRPL21","MRPS22"
"74180",0.978,"MRPL21","RPL26L1"
"74181",0.937,"GTPBP8","MRPL21"
"74182",0.929,"MRPL21","POLR1C"
"74183",0.994,"MRPL21","MRPS18A"
"74184",0.999,"MRPL21","MRPL36"
"74185",0.91,"GFM2","MRPL21"
"74186",0.933,"MRPL18","MRPL21"
"74187",0.999,"MRPL21","RPL5"
"74188",0.97,"MRPL21","RPS16"
"74189",0.902,"MRPL21","RPL10"
"74190",0.999,"MRPL21","RPS18"
"74191",0.934,"MRPL21","MRPL37"
"74192",0.906,"MRPL21","RPSA"
"74193",0.949,"MRPL21","RPL7L1"
"74194",0.999,"MRPL21","RPL23"
"74195",0.999,"MRPL21","MRPS16"
"74196",0.939,"ACSF2","MRPL21"
"74197",0.904,"CXorf66","MRPL21"
"74198",0.997,"MRPL2","MRPL21"
"74199",0.931,"MRPL14","MRPL21"
"74200",0.983,"MRPL21","MRTO4"
"74201",0.954,"MRPL21","MRPL55"
"74202",0.967,"MRPL21","MRPS30"
"74203",0.982,"MRPL21","RPL9"
"74204",0.997,"MRPL21","MRPS12"
"74205",0.999,"MRPL21","RPL11"
"74206",0.977,"CUL7","MRPL21"
"74207",0.99,"MRPL21","MRPS2"
"74208",0.904,"MRPL21","SSBP1"
"74209",0.965,"MRPL21","RPS13"
"74210",0.904,"MRPL21","SMKR1"
"74211",0.929,"C12orf65","MRPL21"
"74212",0.946,"HDDC3","MRPL21"
"74213",0.983,"MRPL21","RPLP0"
"74214",0.999,"MRPL21","MRPL22"
"74215",0.987,"MRPL21","PDCD11"
"74216",0.937,"MRPL21","NPSR1"
"74217",0.989,"MRPL21","MRPL41"
"74218",0.968,"MRPL21","RPL17-C18orf32"
"74219",0.976,"MRPL21","RPL13A"
"74220",0.994,"DAP3","MRPL21"
"74221",0.995,"MALSU1","MRPL21"
"74222",0.905,"HMGN4","MRPL21"
"74223",0.984,"MRPL21","RPS9"
"74224",0.917,"MRPL21","RPL12"
"74225",0.942,"EFTUD2","MRPL21"
"74226",0.971,"MRPL21","RPS14"
"74227",0.997,"MRPL21","MRPS14"
"74228",0.999,"MRPL21","MRPL47"
"74229",0.905,"HMGN1","MRPL21"
"74230",0.999,"MRPL21","MRPS15"
"74231",0.97,"MRPL21","RPS29"
"74232",0.97,"MRPL21","MRPL42"
"74233",0.934,"EIF5AL1","MRPL21"
"74234",0.905,"HMGN2","MRPL21"
"74235",0.999,"MRPL19","MRPL21"
"74236",0.971,"FLT3LG","MRPL21"
"74237",0.999,"MRPL21","MRPL9"
"74238",0.996,"MRPL21","MRPL23"
"74239",0.96,"MRPL21","SRP54"
"74240",0.95,"CHCHD1","MRPL21"
"74241",0.909,"GPX6","TXN"
"74242",0.907,"CYP2J2","GPX6"
"74243",0.908,"GPX6","TXNDC12"
"74244",0.928,"GPX6","GPX8"
"74245",0.902,"GPX5","GPX6"
"74246",0.912,"GPX2","GPX6"
"74247",0.943,"GPX6","GSS"
"74248",0.909,"CHAC1","GPX6"
"74249",0.909,"CYP2C8","GPX6"
"74250",0.937,"ALOX5","GPX6"
"74251",0.902,"GPX3","GPX6"
"74252",0.921,"GPX6","GPX7"
"74253",0.917,"ALOX15B","GPX6"
"74254",0.902,"GPX6","SOD2"
"74255",0.984,"FZD5","RNF43"
"74256",0.915,"FZD5","GPC4"
"74257",0.941,"FZD5","WNT5B"
"74258",0.965,"BAMBI","FZD5"
"74259",0.917,"FZD5","WNT2B"
"74260",0.947,"FZD5","WNT8A"
"74261",0.963,"FZD5","RYK"
"74262",0.938,"FZD5","ZNRF3"
"74263",0.961,"DVL1","FZD5"
"74264",0.936,"PPT1","PPT2"
"74265",0.998,"AMY2B","MGAM"
"74266",0.998,"AMY2B","MGAM2"
"74267",0.96,"AMY2A","AMY2B"
"74268",0.978,"AMY2B","GBE1"
"74269",0.949,"PTGDS","PTGS1"
"74270",0.912,"CYP2J2","PTGS1"
"74271",0.92,"ALOX12B","PTGS1"
"74272",0.921,"CYP2E1","PTGS1"
"74273",0.97,"ALOX5","PTGS1"
"74274",0.956,"PTGES3","PTGS1"
"74275",0.939,"ALOX15B","PTGS1"
"74276",0.909,"CYP4F8","PTGS1"
"74277",0.904,"CYP4A22","PTGS1"
"74278",0.914,"PLA2G4A","PTGS1"
"74279",0.935,"CYP2C19","PTGS1"
"74280",0.946,"PTGS1","PTGS2"
"74281",0.92,"CYP2C8","PTGS1"
"74282",0.941,"PLEKHO1","SMURF1"
"74283",0.902,"SMURF1","UBC"
"74284",0.924,"PTCH2","SMURF1"
"74285",0.989,"SMURF1","TGFBR1"
"74286",0.988,"RHOA","SMURF1"
"74287",0.988,"RUNX2","SMURF1"
"74288",0.994,"SMAD5","SMURF1"
"74289",0.958,"SMURF1","UBE2L3"
"74290",0.914,"CCM2","SMURF1"
"74291",0.968,"CASK","WHRN"
"74292",0.962,"MPP1","WHRN"
"74293",0.958,"TPRN","WHRN"
"74294",0.958,"ESPN","WHRN"
"74295",0.946,"GPSM2","WHRN"
"74296",0.992,"USH1G","WHRN"
"74297",0.946,"PDZD7","WHRN"
"74298",0.939,"MYO3A","WHRN"
"74299",0.902,"MYO3B","WHRN"
"74300",0.999,"ADGRV1","WHRN"
"74301",0.999,"MYO15A","WHRN"
"74302",0.983,"MYO7A","WHRN"
"74303",0.947,"EPS8L2","WHRN"
"74304",0.907,"VEZT","WHRN"
"74305",0.987,"EPS8","WHRN"
"74306",0.995,"MT-ATP6","MT-ND6"
"74307",0.995,"MT-ATP6","MT-ND3"
"74308",0.999,"MT-ATP6","MT-ND4"
"74309",0.999,"MT-ATP6","MT-ATP8"
"74310",0.966,"ATP5MGL","MT-ATP6"
"74311",0.998,"ATP5MD","MT-ATP6"
"74312",0.999,"MT-ATP6","MT-ND5"
"74313",0.999,"ATP5PB","MT-ATP6"
"74314",0.939,"MT-ATP6","RPL11"
"74315",0.999,"MT-ATP6","MT-CO2"
"74316",0.999,"MT-ATP6","MT-ND4L"
"74317",0.999,"MT-ATP6","MT-ND1"
"74318",0.999,"ATP5F1A","MT-ATP6"
"74319",0.912,"KDM6A","MT-ATP6"
"74320",0.999,"MT-ATP6","MT-ND2"
"74321",0.981,"ATP6V0B","MT-ATP6"
"74322",0.997,"ATP5PF","MT-ATP6"
"74323",0.999,"ATP5MC1","MT-ATP6"
"74324",0.998,"ATP5MC2","MT-ATP6"
"74325",0.999,"MT-ATP6","MT-CO3"
"74326",0.912,"MT-ATP6","UTY"
"74327",0.997,"ATP5MPL","MT-ATP6"
"74328",0.975,"CDCA8","MT-ATP6"
"74329",0.923,"POLR2B","TAF11"
"74330",0.918,"POLR2E","TAF11"
"74331",0.94,"TAF11","TAF7L"
"74332",0.999,"TAF11","TAF2"
"74333",0.92,"POLR2H","TAF11"
"74334",0.902,"CCNH","TAF11"
"74335",0.911,"TAF11","TCEA1"
"74336",0.981,"GTF2A1","TAF11"
"74337",0.999,"TAF11","TAF8"
"74338",0.999,"TAF11","TAF9"
"74339",0.999,"TAF11","TAF6"
"74340",0.965,"POLR2A","TAF11"
"74341",0.979,"GTF2H3","TAF11"
"74342",0.983,"GTF2H5","TAF11"
"74343",0.997,"GTF2B","TAF11"
"74344",0.991,"GTF2F1","TAF11"
"74345",0.999,"TAF11","TAF13"
"74346",0.999,"TAF11","TAF4B"
"74347",0.999,"TAF1","TAF11"
"74348",0.999,"TAF11","TAF5"
"74349",0.979,"ERCC2","TAF11"
"74350",0.99,"GTF2A2","TAF11"
"74351",0.934,"DIO1","DIO2"
"74352",0.999,"DDOST","MAGT1"
"74353",0.996,"MAGT1","TMEM258"
"74354",0.995,"MAGT1","OST4"
"74355",0.996,"MAGT1","STT3A"
"74356",0.917,"GNAI3","NPY1R"
"74357",0.999,"NPY","NPY1R"
"74358",0.972,"NPY1R","PPY"
"74359",0.992,"GNAI1","NPY1R"
"74360",0.903,"COX4I1","MT-ND6"
"74361",0.999,"MT-ND6","NDUFS5"
"74362",0.995,"MT-ND6","NDUFS2"
"74363",0.998,"MT-ND6","NDUFAB1"
"74364",0.995,"MT-ND6","NDUFS1"
"74365",0.993,"MT-ND6","NDUFA11"
"74366",0.996,"MT-CO3","MT-ND6"
"74367",0.992,"MT-ND6","NDUFA8"
"74368",0.986,"MT-ND6","NDUFB3"
"74369",0.997,"MT-ND6","NDUFA1"
"74370",0.991,"MT-CO2","MT-ND6"
"74371",0.987,"MT-ND6","NDUFC1"
"74372",0.974,"MT-ND6","NDUFB2"
"74373",0.95,"MT-ATP8","MT-ND6"
"74374",0.989,"MT-ND6","NDUFA5"
"74375",0.993,"MT-ND6","NDUFA13"
"74376",0.976,"MT-ND6","NDUFB1"
"74377",0.999,"MT-ND4","MT-ND6"
"74378",0.999,"MT-ND2","MT-ND6"
"74379",0.999,"MT-ND3","MT-ND6"
"74380",0.999,"MT-ND5","MT-ND6"
"74381",0.92,"MT-ND6","NDUFAF4"
"74382",0.997,"MT-ND6","NDUFA3"
"74383",0.998,"MT-ND6","NDUFV1"
"74384",0.999,"MT-ND4L","MT-ND6"
"74385",0.995,"MT-ND6","NDUFB6"
"74386",0.987,"MT-ND6","NDUFA6"
"74387",0.999,"MT-ND1","MT-ND6"
"74388",0.979,"MINDY1","UBC"
"74389",0.922,"MINDY1","UBB"
"74390",0.926,"MINDY1","UBA52"
"74391",0.993,"MAST2","PTEN"
"74392",0.91,"CYP2C8","GPX7"
"74393",0.91,"CHAC1","GPX7"
"74394",0.907,"GPX7","SOD2"
"74395",0.927,"GPX3","GPX7"
"74396",0.937,"ALOX5","GPX7"
"74397",0.913,"ALOX15B","GPX7"
"74398",0.907,"CYP2J2","GPX7"
"74399",0.917,"GPX7","TXNDC12"
"74400",0.916,"GPX7","TXN"
"74401",0.935,"GPX2","GPX7"
"74402",0.943,"GPX7","GSS"
"74403",0.923,"GPX5","GPX7"
"74404",0.917,"GPX7","GPX8"
"74405",0.969,"OMA1","OPA1"
"74406",0.987,"MFN1","OPA1"
"74407",0.936,"MFN2","OPA1"
"74408",0.905,"OPA1","PHB2"
"74409",0.971,"MT-ND1","SDHB"
"74410",0.975,"MT-ND1","PWWP3A"
"74411",0.999,"MT-ND1","NDUFA6"
"74412",0.999,"MT-ND1","NDUFA5"
"74413",0.999,"MT-ND1","MT-ND5"
"74414",0.994,"MT-ND1","NDUFB2"
"74415",0.962,"MT-ND1","UQCRB"
"74416",0.908,"MT-ND1","NDUFAF5"
"74417",0.915,"MT-ND1","UQCRQ"
"74418",0.925,"MT-ATP8","MT-ND1"
"74419",0.999,"MT-ND1","NDUFA13"
"74420",0.999,"MT-ND1","MT-ND4"
"74421",0.999,"MT-ND1","MT-ND3"
"74422",0.995,"MT-ND1","NDUFC1"
"74423",0.948,"MT-ND1","R3HDM4"
"74424",0.999,"MT-ND1","NDUFAB1"
"74425",0.999,"MT-ND1","NDUFS1"
"74426",0.999,"MT-ND1","NDUFB3"
"74427",0.956,"MT-ND1","NDUFAF4"
"74428",0.998,"MT-ND1","NDUFB6"
"74429",0.997,"MT-ND1","TIMMDC1"
"74430",0.988,"MT-ND1","NDUFB1"
"74431",0.953,"MT-ND1","OR10W1"
"74432",0.999,"MT-ND1","NDUFS5"
"74433",0.999,"MT-ND1","NDUFS2"
"74434",0.999,"MT-CO3","MT-ND1"
"74435",0.999,"MT-ND1","NDUFA8"
"74436",0.998,"MT-ND1","NDUFA3"
"74437",0.999,"MT-ND1","NDUFV1"
"74438",0.999,"MT-ND1","MT-ND4L"
"74439",0.999,"MT-ND1","MT-ND2"
"74440",0.999,"MT-CO2","MT-ND1"
"74441",0.944,"COX4I1","MT-ND1"
"74442",0.998,"MT-ND1","NDUFA11"
"74443",0.999,"MT-ND1","NDUFA1"
"74444",0.912,"CCDC93","DENND10"
"74445",0.938,"CCDC22","DENND10"
"74446",0.956,"DENND10","VPS29"
"74447",0.937,"DENND10","DENND11"
"74448",0.933,"AKAP13","GNA13"
"74449",0.92,"AKAP1","AKAP13"
"74450",0.92,"AKAP13","ARHGEF11"
"74451",0.999,"AKAP13","RHOA"
"74452",0.933,"SMC3","SMC5"
"74453",0.974,"MDC1","SMC3"
"74454",0.999,"REC8","SMC3"
"74455",0.998,"RAD21L1","SMC3"
"74456",0.989,"CTCF","SMC3"
"74457",0.92,"HDAC8","SMC3"
"74458",0.936,"CHTF8","SMC3"
"74459",0.999,"SMC3","STAG1"
"74460",0.927,"SMC3","SMC6"
"74461",0.999,"SMC3","STAG3"
"74462",0.957,"EIF1AY","RPS16"
